2406:840:e180::/44,CN,,
2406:840:e180::/48,CN,CN-HN,
2406:840:e182::/48,CN,CN-SH,Shanghai
2406:840:e183::/48,CN,CN-HA,Zhengzhou
2406:840:e184::/48,CN,CN-SD,Dezhou
2406:840:e185::/48,CN,CN-HB,Wuhan
2406:840:e186::/48,CN,CN-HA,Zhengzhou
2406:840:e187::/48,CN,CN-ZJ,Hangzhou
2406:840:e188::/48,CN,CN-GD,Guangzhou
2a0e:b107:ea2::/48,TW,TW-TPE,Taipei
2a0e:b107:1a90::/44,JP,JP-TKO,Tokyo
2a06:a005:d00::/44,SG,SG-SGP,Singapore
2a0e:b107:6d0::/44,SG,SG-SGP,Singapore
2404:f4c0:f810::/44,HK,,
2404:f4c0:f810::/48,HK,HK-HKG,HongKong
2a06:a005:950::/44,DE,,
2a06:a005:951::/48,DE,DE-FRA,Germany
2a12:3fc2:e710::/44,DE,DE-FRA,Germany
2a12:dd47:80d0::/44,US,,
2a12:dd47:80d1::/48,US,US-WA,Seattle
2a12:dd47:80d0::/48,US,US-CA,Fremont
2a12:3fc2:e7ff::/48,US,US-CA,San Jose



#2404:f4c0:f810::/48,KR-SEO,Seoul







